theta1,theta2,x,y,I,time
0.0,0.0,0.0,0.0,0.0,9.999999974752427e-07
0.130837721383434,-0.14174298476661668,-0.0006771087646484375,0.016924560070037842,0.0,0.011001000180840492
0.6432948631784061,-0.6978058205684278,-0.0033845901489257812,0.08326905965805054,0.0,0.02170100063085556
1.7336167278082406,-1.6572952436518535,0.004738807678222656,0.21054202318191528,0.0,0.032558001577854156
3.369106724530754,-2.943878250216088,0.02640247344970703,0.3919737935066223,0.0,0.04365300014615059
5.604271970854495,-4.535755833139185,0.0663442611694336,0.6295952200889587,0.0,0.054701000452041626
8.221055197634222,-6.705500058837881,0.0941009521484375,0.9267911314964294,0.0,0.06573300063610077
10.903259445038994,-9.692990242868202,0.07514572143554688,1.2788229584693909,0.0,0.07693500071763992
13.694488487134915,-13.18203326528068,0.031818389892578125,1.6687656044960022,0.0,0.08794700354337692
17.150821479220056,-16.878235973218164,0.01692485809326172,2.1128671765327454,0.0,0.09895599633455276
21.043282449180833,-20.879734217484877,0.01015472412109375,2.6030037999153137,0.0,0.11000099778175354
25.21922842870448,-25.066585460391703,0.009477615356445312,3.1222506165504456,0.0,0.12083499878644943
30.005759721064372,-29.47149397244377,0.033172607421875,3.6929479241371155,0.0,0.13187099993228912
35.03216072927661,-34.33434674896006,0.04332733154296875,4.306972563266754,0.0,0.14290200173854828
40.27662860633777,-39.40436113094208,0.05415916442871094,4.9473996758461,0.0,0.15395000576972961
45.73915567248492,-44.736055755542814,0.062282562255859375,5.617613852024078,0.0,0.16486400365829468
51.43065487086417,-50.416649690538875,0.06295967102050781,6.323708117008209,0.0,0.175927996635437
57.32931567470916,-56.41344250530662,0.05686664581298828,7.062297880649567,0.0,0.18694399297237396
63.30430180259201,-62.45384485396268,0.05280494689941406,7.808334410190582,0.0,0.19772100448608398
69.70450872502659,-69.01760000809321,0.04265022277832031,8.613267958164215,0.0,0.20897500216960907
76.27917682230324,-75.5050413578303,0.048066139221191406,9.424295485019684,0.0,0.21990199387073517
82.99557494474654,-82.17783378626676,0.05077362060546875,10.255631506443024,0.0,0.2308650016784668
89.88643424203192,-88.894239588473,0.06160545349121094,11.1005077958107,0.0,0.24165800213813782
97.15890863986219,-96.10128240600417,0.06566810607910156,11.99954229593277,0.0,0.25294798612594604
104.30053523662016,-103.23201909890484,0.0663442611694336,12.885714590549469,0.0,0.26386699080467224
111.57300963445043,-110.56990971750832,0.062282562255859375,13.792873442173004,0.0,0.27482399344444275
118.95451362682368,-117.90779265634885,0.06499099731445312,14.70680147409439,0.0,0.28567200899124146
126.57588733504929,-125.57278741810718,0.062282562255859375,15.655933439731598,0.0,0.29666200280189514
134.33901410773038,-133.22687691648233,0.06905269622802734,16.61318975687027,0.0,0.30768099427223206
142.15663647827557,-141.1426312979503,0.06295967102050781,17.590076506137848,0.0,0.3186880052089691
150.15964064657194,-149.2764679077931,0.054836273193359375,18.592014372348785,0.0,0.3298400044441223
158.16262177557948,-157.355770520957,0.05009746551513672,19.590564787387848,0.0,0.3408060073852539
166.31825355266275,-165.5441180881898,0.048066139221191406,20.60536390542984,0.0,0.35176101326942444
174.57201734066876,-173.77607134942946,0.04942035675048828,21.62896353006363,0.0,0.36272498965263367
183.04385567728664,-182.2697202128137,0.048066139221191406,22.682352125644684,0.0,0.3739069998264313
191.4066413800727,-190.6652217057493,0.046034812927246094,23.722875654697418,0.0,0.38487398624420166
199.85666151016125,-199.1588475298447,0.04332733154296875,24.774908125400543,0.0,0.3958800137042999
208.30668164024982,-207.55435670254323,0.04671192169189453,25.820848524570465,0.0,0.40671199560165405
216.9856739025705,-216.23334896486392,0.04671192169189453,26.898607313632965,0.0,0.4177519977092743
225.7627981758139,-225.0322837648737,0.045357704162597656,27.9899063706398,0.0,0.42878198623657227
234.52901718567418,-233.79850277473395,0.045357704162597656,29.078496992588043,0.0,0.43977001309394836
243.50239780100014,-242.84820487421632,0.040618896484375,30.197551786899567,0.0,0.4509570002555847
252.49759662285544,-251.7997826425389,0.04332733154296875,31.311868727207184,0.0,0.4619779884815216
261.5581886261951,-260.7622426349558,0.04942035675048828,32.430921614170074,0.0,0.47298699617385864
270.4661530207479,-269.48486363057214,0.0609283447265625,33.52560621500015,0.0,0.4837009906768799
279.72300136617014,-278.719901449228,0.062282562255859375,34.67376905679703,0.0,0.4948680102825165
288.83814272571453,-287.8132322820061,0.06363677978515625,35.804334700107574,0.0,0.5058889985084534
297.9859537968308,-296.9937591432719,0.06160545349121094,36.942342817783356,0.0,0.5169090032577515
307.2864308755487,-306.15248315753433,0.07040691375732422,38.08847624063492,0.0,0.5279319882392883
316.3688564449436,-315.25671925369556,0.06905269622802734,39.21768766641617,0.0,0.538752019405365
325.5603039291185,-324.61171496956644,0.058897972106933594,40.36923795938492,0.0,0.5497279763221741
334.86075796854755,-333.92307427237864,0.058220863342285156,41.52484709024429,0.0,0.5606920123100281
344.0086074384786,-343.14724522646605,0.0534820556640625,42.665567457675934,0.0,0.5714809894561768
353.777911005755,-352.89473826697616,0.054836273193359375,43.877367079257965,0.0,0.5828700065612793
363.25285693907796,-362.3478890330586,0.056189537048339844,45.05261427164078,0.0,0.5938910245895386
372.6950640429625,-371.9100233151064,0.048743247985839844,46.23259550333023,0.0,0.6049550175666809
382.0173439686838,-381.25411376759405,0.04738903045654297,47.39159208536148,0.0,0.6158049702644348
391.5467931796338,-390.78356297854407,0.04738903045654297,48.57496076822281,0.0,0.6268290281295776
401.1634537785975,-400.40022357750775,0.04738903045654297,49.769159376621246,0.0,0.637857973575592
