theta1,theta2,x,y,I,time
410.78013741685004,-409.92968046822074,0.05280494689941406,50.95794492959976,0.0,0.6489440202713013
420.32047653165733,-419.50273537317753,0.05077362060546875,52.1446972489357,0.0,0.6598230004310608
430.0788901950765,-429.2284332464472,0.05280494689941406,53.35446745157242,0.0,0.6709370017051697
439.5429155054904,-438.63794759947103,0.056189537048339844,54.526327192783356,0.0,0.6816629767417908
449.32314737543885,-448.30914219511357,0.06295967102050781,55.73406797647476,0.0,0.6927369832992554
459.25601453393716,-458.25291461699504,0.062282562255859375,56.96821027994156,0.0,0.7039740085601807
468.6219155131912,-467.73874277441234,0.054836273193359375,58.1387158036232,0.0,0.714676022529602
478.3912344399935,-477.4971564378315,0.05551338195800781,59.35119444131851,0.0,0.7257270216941833
488.34588908596936,-487.3863948630341,0.05957508087158203,60.58330351114273,0.0,0.736968994140625
497.8753382969194,-496.9376546007505,0.058220863342285156,61.768026411533356,0.0,0.7476819753646851
507.5465405723249,-506.78331037123513,0.04738903045654297,62.97982984781265,0.0,0.7587190270423889
517.3812603603745,-516.6507459494343,0.045357704162597656,64.20313841104507,0.0,0.7697380185127258
527.3795744586978,-526.6490600477576,0.045357704162597656,65.44473081827164,0.0,0.78090900182724
537.225153431553,-536.4946390206128,0.045357704162597656,66.66735655069351,0.0,0.791903018951416
547.0381241309399,-546.3948211080134,0.03994274139404297,67.89134794473648,0.0,0.802918016910553
556.8619386556063,-556.2949724763621,0.035202980041503906,69.1160107254982,0.0,0.8139730095863342
566.5658644009243,-565.8898609473741,0.041973114013671875,70.3142758011818,0.0,0.8248040080070496
576.389655886302,-575.7681633901418,0.038588523864746094,71.53758054971695,0.0,0.8358150124549866
586.2789250305564,-585.5811110502399,0.04332733154296875,72.76089292764664,0.0,0.8468369841575623
596.2009253244862,-595.579432828326,0.038588523864746094,73.9977474808693,0.0,0.8578810095787048
605.9156948950838,-605.2505967049168,0.04129600524902344,75.20142179727554,0.0,0.8687059879302979
615.8921447083002,-615.107103980444,0.048743247985839844,76.43285185098648,0.0,0.879751980304718
625.8468684721425,-625.04001721752,0.05009746551513672,77.66767698526382,0.0,0.8907840251922607
635.6270849825651,-634.787533297319,0.052127838134765625,78.88015562295914,0.0,0.9016590118408203
645.429112019754,-644.6767870820474,0.04671192169189453,80.10278898477554,0.0,0.912697970867157
655.2529419039464,-654.456995912707,0.04942035675048828,81.32000547647476,0.0,0.9237020015716553
665.0985439160904,-664.2808027576107,0.05077362060546875,82.5412808060646,0.0,0.9347130060195923
675.1077248789821,-674.322684151126,0.048743247985839844,83.78625303506851,0.0,0.945917010307312
684.8879874679824,-684.2228892778154,0.04129600524902344,85.00821501016617,0.0,0.956957995891571
694.6463550528239,-694.1229945675865,0.03249549865722656,86.22881132364273,0.0,0.9679690003395081
704.5247112539322,-704.0231612954611,0.031141281127929688,87.45686155557632,0.0,0.979000985622406
714.1413872124218,-713.6507425173339,0.03046417236328125,88.65173918008804,0.0,0.9898380041122437
